330-9	strong tornado struck the northern side of Adel, Georgia, shifting multiple buildings off their foundations, including a metal structure that was completely destroyed. It also destroyed a motorhome, knocked over a series of centerline irrigation pivots, and damaged trees, some of which fell on homes. Three EF1 tornadoes also touched down elsewhere in Georgia that day, bringing the final tornado tally to five. NEXRAD radar data of the EF3 tornado in Deer Park, Texas. An annular ring of debris circling the tornado is visible on the correlation coefficient (bottom left) On January 24, the Storm Prediction Center issued an enhanced risk for much of the Gulf Coast region, including a 10% hatched risk area for tornadoes. Throughout the day, a small but significant outbreak of tornadoes impacted the
330-10	Southern United States, primarily from Southeast Texas to southern Louisiana. Multiple strong tornadoes were confirmed, including a large and destructive low-end EF3 tornado that moved through the southeastern sections of the Houston metropolitan area, impacting the suburbs of Pasadena and Deer Park. This prompted the issuance of a tornado emergency, the first ever issued by the National Weather Service's forecast office in Houston. The intense rain-wrapped tornado inflicted major structural damage to many homes, apartment buildings, churches, and businesses, and downed many trees and power lines. Cars were thrown and mangled, a metal building was destroyed, a senior center sustained major damage, and metal truss electrical transmission towers were toppled to the ground. No fatalities occurred as a result of the EF3 Houston metro tornado, though a few
330-11	minor injuries were reported. The tornado caused $6.6 million in damage. The same storm also produced two EF0 tornadoes that caused minor damage in the Houston suburbs of Sienna and Pearland prior to spawning the EF3 tornado. Elsewhere, a brief EF2 tornado unroofed a house and destroyed a barn near Nome. Three people were injured by another EF2 tornado that touched down near Orangefield before striking the outskirts of Orange, causing major damage to mobile homes, houses, and outbuildings before crossing into Louisiana and inflicting more severe damage to numerous structures north of Vinton. Several metal buildings were also damaged, and many large trees were snapped or uprooted by this tornado as well. In Louisiana, another EF2 tornado struck the small community of Gaytine, where houses had their
330-12	roofs torn off, a mobile home was destroyed, a metal building was heavily damaged, and a fifth-wheel RV trailer was flipped. In Ventress, three people were injured by an EF1 tornado that destroyed a few mobile homes. Three additional weak tornadoes touched down in Florida on January 25 before the outbreak came to an end. A total of 15 tornadoes were confirmed. In addition to the tornadoes, the storms also produced flash flooding and a daily record for rainfall was set in Houston, at 4.05 in (103 mm). The flash flooding forced SH 99 to temporarily close. On February 1, multiple severe thunderstorms formed in Germany, producing two tornadoes. The first was a short-lived F1 tornado which tracked for 0.2 km (0.1 mi), damaging the roofs of 14
330-13	homes in Hinte. The second tornado struck areas near the small villages of Getmold, Lashorst and Hedem along a 5.3 km (3.3 mi)-long path, snapping or uprooting large trees and heavily damaging the roofs of multiple homes. A car was damaged by a falling tree near Lashorst, a carriage house had its roof torn off, and a carport was damaged at a farmstead. The most significant damage occurred in an area of pine forest, where many large trees were completely mowed down or stripped of their limbs, and a few tree trunks were snapped off and thrown some distance into nearby fields. Based on the severe tree damage, the second tornado was given an F2 rating. Over 85 severe weather reports were documented in Europe that day, 69
330-14	of those in Germany. Low-end EF2 damage to a gas station convenience store in Tangipahoa, Louisiana. On February 8, the Storm Prediction Center issued an enhanced risk of severe weather for parts of Arkansas, Mississippi, and Louisiana, including a 10% hatched risk area for tornadoes. A line of severe storms produced damaging straight-line winds and multiple tornadoes in Mississippi and Louisiana throughout the day, a couple of which were strong. An EF2 tornado struck the village of Tangipahoa in eastern Louisiana, damaging trees and structures in town, including a church and gas station convenience store. Numerous mobile homes were damaged or destroyed in town, a vacant business was unroofed, and many trees were snapped or uprooted as well. Another EF2 tornado struck the community of Grand Prairie, Louisiana,
330-15	where a well-built home had its roof torn off and trees were snapped. A few other homes and outbuildings along its path suffered more minor damage. Several other weaker tornadoes touched down during the evening across the same region. After roughly 24 hours of no activity, a ninth tornado associated with the same storm system touched down in the Florida Panhandle late on February 9, snapping or uprooting numerous trees near Eucheeanna. In total, nine tornadoes were confirmed. EF2 damage to electrical transmission towers west of Ripley, Mississippi. On February 16, the Storm Prediction Center issued an enhanced risk for parts of the Southeastern United States and the Ohio Valley region, including a 10% hatched risk area for tornadoes in parts of Mississippi, Alabama, and Tennessee. Severe thunderstorms
330-16	developed later that day, producing damaging winds, large hail, and several tornadoes, a couple of which were strong. An EF2 tornado near Pindall, Arkansas, destroyed barns, pushed a house off its foundation, snapped trees, and injured two people. Another EF2 tornado injured one person, snapped many trees, and knocked over a few metal truss electrical transmission towers near Ripley, Mississippi, before weakening and striking the north edge of town, where a few homes and businesses sustained minor damage. An EF1 tornado that occurred near Wesson, Mississippi, rolled and destroyed a mobile home, and damaged two other residences. An EF1 tornado near Ramer, Tennessee, inflicted heavy roof damage to a home and destroyed two garages, and another EF1 tornado near Lewisburg damaged homes, destroyed barns and outbuildings, and downed
330-17	trees. On February 17, an EF1 tornado caused considerable damage as it moved through the south side of LaGrange, Georgia, not far from where a damaging EF2 tornado had struck the prior month. Many trees were snapped or uprooted in LaGrange, while homes and businesses sustained roof and window damage. Overall, a total of 13 tornadoes were confirmed. In addition to tornadoes, straight-line winds from the system led to a tree falling at the Northwestern University campus, injuring four people. Flooding caused by the storms also killed two people, one in Kentucky and one in West Virginia. Flooding also resulted in I-65 being shut down near Cullman, Alabama. The high-end EF2 Cheyenne, Oklahoma tornado, illuminated by a power flash. On February 26, a large storm system produced a
330-18	wide range of significant weather events across a large area of the United States, ranging from heavy snow to tornadoes. The Storm Prediction Center issued a moderate risk for west-central Oklahoma for a 45% hatched risk area for damaging winds. The outlook also included a 10% hatched risk area for tornadoes. An enhanced risk also extended from the Texas Panhandle to southwestern Missouri. Aided by very strong wind shear, a powerful squall line of severe thunderstorms containing damaging straight-line winds and multiple embedded QLCS tornadoes formed and moved through the risk area later that night. A high-end EF2 tornado obliterated manufactured homes, tossed vehicles, and killed one person as it moved through the outskirts of Cheyenne, Oklahoma, injuring three others as well. The line of severe storms also
330-19	produced five tornadoes that impacted areas in and around the Oklahoma City metropolitan area, a couple of which were strong. This included a high-end EF2 tornado that struck the southeastern part of Norman, where homes and businesses sustained major damage, self-storage units were destroyed, cars were flipped, and 12 people were injured. Another high-end EF2 tornado also caused significant damage to homes and other structures near Shawnee. In addition, there were widespread reports of damaging straight-line winds that reached up to 70–80 mph (110–130 km/h), with locally higher gusts reported, including a 114 mph (183 km/h) wind gust in Memphis, Texas. Tornadic activity continued the next day in Illinois, Indiana, and Ohio as the system pushed eastward. Several weak tornadoes occurred, including a high-end EF1 tornado that touched
330-20	down in Jacksonburg, Ohio, before it passed near Middletown, causing considerable damage to a few homes, barns, and trees. In all, 30 tornadoes were confirmed, resulting in one tornado-related fatality; the 12 tornadoes in Oklahoma set the record for the most tornadoes ever recorded in the state in the month of February. In addition, there were 12 other non-tornado-related fatalities that occurred as a result of the storm system. A mobile home that was destroyed by a high-end EF2 tornado near Kirby, Arkansas. Two minor injuries occurred at this location. In early March, a powerful storm system brought widespread severe weather, including multiple tornadoes, across a large portion of the Eastern United States. On March 1, the Storm Prediction Center outlined an enhanced risk across areas in Texas,
330-21	Oklahoma, Arkansas, Mississippi, and Tennessee, including a 10% hatched risk for tornadoes. In Shottsville, Alabama, a low-end EF1 tornado caused minor damage to a church, before downing trees and damaging the roof of a house elsewhere along the path. A stronger, but short-lived high-end EF1 tornado touched down in a subdivision near Hazel Green, Alabama, where a few homes sustained extensive damage and a vehicle was flipped onto its side. On March 2, the Storm Prediction Center issued a moderate risk for the following day for parts of Texas, Arkansas, and Louisiana. A 15% hatched risk for tornadoes was in place across the Ark-La-Tex region, with the potential for strong tornadoes noted, although this was downgraded to a 10% hatched area due to lingering uncertainties about the convective
330-22	modes that day. However, a 45% hatched area for wind damage was also in place in the same general area as well. A high-end EF2 tornado completely demolished two chicken houses and a mobile home, snapped many trees and power poles, partially unroofed a house, and injured five people near Kirby, Arkansas. Several other tornadoes touched down throughout the threat area, though all were weak. This included an EF1 tornado that damaged numerous homes and a few businesses as it moved through the southeastern side of Shreveport, Louisiana, injuring two people. A high-end EF1 tornado also damaged multiple buildings as it impacted Pickton, Texas. On March 3, the storm system moved into the Ohio Valley region, where an EF2 tornado in the small community or Fremont, Kentucky, destroyed
330-23	outbuildings, heavily damaged a church, and tore the roofs off of a few homes. In Vanderburgh County, Indiana, an EF1 tornado unroofed a church and damaged many homes and trees in the Saint Joseph community. Another EF1 tornado tracked from Duff to the northwestern part of Jasper, downing many trees, damaging or destroying a few barns, and inflicting roof and siding damage to homes. In Highland County, Ohio, an EF1 tornado caused considerable damage to homes and outbuildings in and around Pricetown, downed numerous trees and tree limbs, and tore much of the roof off a church elsewhere along its path. Farther south, two EF1 tornadoes in Alabama caused minor to moderate damage in and around Section and Rosalie. An EF1 tornado also downed many trees in and
330-24	around Gray Court, South Carolina, some of which landed on houses. In addition to the tornadoes, the severe thunderstorms brought numerous reports of damaging straight-line winds and flooding. Overall, a total of 33 tornadoes were confirmed. While no tornado-related fatalities occurred, at least 13 non-tornado-related deaths occurred as a result of the storm system. On March 9, a strong tornado was caught on video from multiple angles as it impacted areas in and around several small towns and villages in the Nouvelle-Aquitaine region of France, resulting in extensive damage. The tornado first badly damaged the roof of a school in Masbaraud-Mérignat before it moved to the northeast and struck Pontarion, where multiple homes and other structures had their roofs heavily damaged, and one house was completely unroofed. Vehicles
330-25	in town were damaged by flying debris, trees and power poles were downed, a large masonry storage building was partially destroyed, and roof tiles and other projectiles were found driven into the exterior insulation layers of homes. The tornado also caused significant tree damage as it moved through wooded areas outside of Pontarion, snapping and uprooting many large trees, while multiple outbuildings were damaged or destroyed as well. Towards the end of the path, 17 homes sustained minor damage in the Le Donzeil area before the tornado dissipated. The tornado was rated F2 by the ESSL (European Severe Storms Laboratory) and the French Observatory of Tornadoes and Violent Thunderstorms (Keraunos). Keraunos noted that the environment where the tornado formed was conducive for tornado development, as high instability and
330-26	shear were present in France that day. A large dusty tornado caused significant damage as it touched down near the outskirts of Taif, Saudi Arabia on March 13, resulting in one fatality. A few buildings sustained major damage, including loss of roofs and exterior walls. Power poles and iron fence posts were knocked over, while cars and trucks were thrown and severely damaged. A man was killed by flying debris, and at least one person was severely injured. On the morning of March 22, a high-end EF1 tornado impacted the Los Angeles suburb of Montebello, causing considerable damage. The tornado moved through an industrial area, where multiple warehouses had large sections of their roofs torn off. One warehouse sustained almost total collapse of its roof and had an
330-27	HVAC unit ripped off. Signs were damaged or destroyed, windows were shattered, and numerous vehicles were damaged by flying debris. A power pole and some trees were downed, a semi-trailer was tipped over, and debris was scattered throughout the area. One person was injured. This was the strongest tornado to impact the Greater Los Angeles metro area since 1983. The storm also brought 1.01 in (26 mm) of rain to Los Angeles, breaking a daily rainfall record. A large and photogenic cone tornado struck Fazilka in India on March 24, resulting in significant damage. At least 50 unreinforced masonry homes were severely damaged or completely destroyed. Farming equipment was tossed, trees were snapped or uprooted, power poles were downed, and significant crop damage occurred in farm fields. No
330-28	fatalities occurred, though at least 12 people were injured. Beginning on March 24, a four-day severe weather and tornado outbreak impacted the Southeastern United States. The outbreak began in the morning with two EF1 tornadoes causing injuries in Texas before more significant tornadoes impacted Mississippi that night. One long-tracked and violent high-end EF4 tornado with windspeeds up to 195 mph prompted a tornado emergency for Rolling Fork and Silver City, causing major damage in both communities, with widespread and catastrophic damage occurring throughout much of Rolling Fork. A total of 17 people were killed by the Rolling Fork tornado. Another intense tornado from the same storm prompted another tornado emergency as it struck Winona; three people were killed by this EF3 tornado. Another destructive EF3 tornado from the
330-29	same storm also caused major damage near or in the communities of Egypt, New Wren, and Amory, resulting in major damage and two fatalities. More tornadoes touched down in Alabama and Tennessee later that night and into the early morning hours of March 25, including an EF2 tornado that caused damage in Fayetteville, Tennessee, and another EF2 tornado that killed one person in Hartselle, Alabama, early on March 25. From March 26 into March 27, the slow-moving storm system completely stalled out, and more severe weather occurred over the next two days as well, producing several additional tornadoes, including an EF3 tornado that struck just north of West Point, Georgia, on March 26, causing major damage to trees and houses and injuring five people. A total of 33
330-30	tornadoes were confirmed as a result of this outbreak, which killed 23 people and injured many others. Low-end EF4 damage to a home north of Keota, Iowa from a violent tornado. A large, widespread, and deadly tornado outbreak impacted large portions of the Midwestern, Southern, and Eastern United States. A high risk was issued for two areas in the Mississippi Valley on the morning of March 31; it was the first high risk issuance since March 25, 2021. That afternoon, a high-end EF3 wedge tornado passed through the Little Rock, Arkansas, metro area, prompting a tornado emergency as it inflicted significant damage to numerous structures. One person was killed by that tornado. Later, an intense high-end EF3 tornado caused severe damage near Martinsburg, Iowa. The same storm then
330-31	produced a violent low-end EF4 tornado that destroyed multiple homes near Keota. The Iowa towns of Coralville, Hills, Mediapolis, and Charlotte all sustained significant damage after being impacted by EF2 tornadoes. EF2 tornadoes also caused severe damage in Sherman and Geneseo, Illinois, as well. Several other large tornadoes touched down throughout that afternoon and evening, including an EF3 tornado that killed four people in Wynne, Arkansas, and another EF3 tornado that killed a person in Covington, Tennessee. An EF1 tornado that struck Belvidere, Illinois, collapsed the roof of the Apollo Theatre, which was hosting a sold-out concert, resulting in one fatality and over 40 injuries. Later, another destructive EF3 tornado killed six people when it struck Robinson, Illinois, and Sullivan, Indiana, before the cell traveled northwest, producing another
330-32	EF3 tornado that destroyed homes, tossed cars and farm machinery, and killed two people near Spencer. The same supercell later spawned an EF3 tornado which directly impacted the town of Whiteland, where a warehouse and many homes were destroyed. Another destructive and long-tracked EF3 tornado killed nine people in McNairy County, Tennessee, impacting the outskirts of Bethel Springs and Adamsville. A high-end EF3 tornado north of Hazel Green, Alabama, also destroyed homes and killed a person early on April 1. More severe weather occurred the next day along the eastern Great Lakes and East Coast, producing widespread damaging winds along with isolated hail and tornadoes. This included one destructive EF3 tornado that killed a person in Sussex County, Delaware. The tornado was the largest ever recorded in Delaware
330-33	and only the second killer tornado and the second tornado rated F3/EF3 in the state since modern records began in 1950. Seven tornadoes also touched down in New Jersey, three of which reached EF2 intensity. In all, 147 tornadoes making it the 3rd largest tornado outbreak in recorded history, along with 26 tornadic fatalities, one indirect tornado-related fatality, and at least 211 injuries were confirmed as a result of this tornado outbreak. Six non-tornadic deaths also occurred during the outbreak. Another severe weather and tornado outbreak affected the Midwestern United States, Mississippi Valley, and Great Lakes in early April. On April 4, a moderate risk was issued by the SPC for parts of Illinois and Iowa, with a second moderate risk outlined for parts of Arkansas and Missouri.
330-34	A 15% hatched risk area for tornadoes was in place for both moderate risk areas. Multiple tornadoes touched down throughout the afternoon and evening, including two EF1 tornadoes that touched down in the Quad Cities metro area, downing trees and damaging the roofs of homes in Rock Island and Moline, Illinois. Near Pleasantville, Iowa, a narrow and highly photogenic high-end EF1 tornado was caught on video by many storm chasers, and caused damage to homes and outbuildings. The most intense tornado of the event was a large high-end EF3 tornado that destroyed homes and injured four people near Lewistown, Illinois, before striking Bryant, causing significant damage in the small village. A storm chaser's vehicle was rolled by the tornado, though he was not injured. A brief EF2 tornado
330-35	ripped the roof off a gas station in Colona, while another EF2 tornado destroyed outbuildings and uplifted the roof of a house near Geneseo. A high-end EF1 tornado also caused damage to homes, garages, and trees in Table Grove. During the early morning hours of April 5, a nighttime high-end EF2 tornado struck the communities of Grassy and Glen Allen, Missouri, causing severe damage as multiple homes had their roofs torn off, a few of which sustained failure of exterior walls. Outbuildings and mobile homes were also obliterated by the tornado, with five people being killed in one of the mobile homes. This became the deadliest tornado in Missouri since the 2011 Joplin tornado. On April 10, a few tornadoes occurred in the Mediterranean region of Europe. The
330-36	most significant tornado touched down in the Ağaçören District of Aksaray Province in the Central Anatolia Region of Turkey. It tracked through or near the villages of Camili, Avşar, Kırımini and Göllü along a 22 km-path (14 mi) with a maximum width of 200 m (220 yd). The tornado, which was rated F2, destroyed the roofs of homes, partially collapsed walls, and killed farm animals. Masonry outbuildings were destroyed, a tractor-trailer was overturned, while trees and power line pylons were downed as well. The minaret tower at the Göllü mosque collapsed, injuring a 26-year-old man. A separate F1 tornado also struck areas in and around Budak, where another mosque also sustained collapse of its minaret tower, outbuildings were destroyed at dairy farms, and some homes had roof damage.
330-37	In addition, a waterspout made landfall near Pizzo in Southern Italy, causing no damage. On April 15, a linear complex of severe thunderstorms with embedded circulations developed in Missouri and moved eastward through the St. Louis metro area, producing multiple tornadoes. A strong EF2 tornado destroyed a small house near Vichy, Missouri, heavily damaged metal airplane hangars at Rolla National Airport, and injured five people. An EF1 tornado moved through the St. Louis suburbs of Fenton and Sunset Hills, causing damage to homes, warehouses, and trees. The towns of Hillsboro, Festus, and Pevely were also directly hit by EF1 tornadoes, resulting in minor to moderate damage. Another EF1 tornado struck Belleville, Illinois, where homes, apartment buildings, and businesses had roofing blown off and large trees were snapped or
330-38	uprooted, some of which landed on structures. Farther south, an isolated EF1 tornado caused damage to trees and homes near Ringgold, Louisiana. A total of 14 tornadoes were confirmed, and numerous reports of damaging straight-line winds were received as well. The National Centers for Environmental Information documented that this storm system caused $1.1 billion (2023 USD) in damage. The line of storms also forced the Kansas City Royals to postpone a baseball game against the Atlanta Braves. A tornado struck areas near the large city of Linyi, Shandong Province, with significant damage observed in the Tancheng County village of Lizhuangzhen. The tornado was captured on video from multiple angles, some from close range. Homes and other structures were severely damaged, including some that sustained loss of roofs and
330-39	exterior walls, while tractors and cars were tossed. Metal truss transmission towers, power poles, and masonry fences were toppled over, and outbuilding structures were destroyed as well. Trees were snapped, and several people were injured. Another tornado was reported in northern Shandong Province as well. Neither of the tornadoes were officially rated. A large high-end EF3 tornado that caused severe damage in and around Cole, Oklahoma. On April 19, a tornado outbreak impacted areas in the southern Great Plains. In Oklahoma, 18 tornadoes touched down and moved erratically near the southern and eastern outskirts of the Oklahoma City metropolitan area. Several of the tornadoes were strong, and most of them were produced by a large, slow-moving supercell that moved east-northeastward. A large high-end EF3 tornado impacted the community
330-40	of Cole, heavily damaging or destroying homes, mobile homes, and other structures, resulting in a fatality. An indirect fatality from the tornado was also confirmed. The supercell also produced multiple weak tornadoes and two large, high-end EF2 tornadoes that caused significant damage near Etowah, before merging with another tornadic supercell to its west. This cluster of storms spawned a large, broad mesocyclone that produced several circulations that rotated around each other due to the Fujiwhara effect. These circulations produced multiple erratic-moving strong tornadoes after sunset, including EF3 and EF2 tornadoes south and north of Pink respectively, and a very large, high-end EF2 tornado that struck Shawnee, where numerous homes and other buildings sustained extensive damage or were destroyed, including buildings at Oklahoma Baptist University and Shawnee High School.
330-41	A news-gathering Bell 206 B3 JetRanger helicopter operated by Tulsa television station KOTV was damaged at the Shawnee Regional Airport, along with several hangars. Further north, a supercell produced a series of eight tornadoes in Chase County, Kansas, near Strong City, including an EF0 tornado that overturned a semi-truck near Elmdale, causing an injury. Two EF2 tornadoes near Strong City caused major damage to outbuildings, silos, power poles, and trees, while an EF0 tornado caused minor tree damage in the northern part of town. An EF1 tornado caused minor to moderate damage as it moved through Cottonwood Falls, and another EF0 tornado injured a person in a vehicle near Saffordville. Three EFU tornadoes were also confirmed in Iowa. Another round of severe weather occurred the next day from
330-42	southern Wisconsin to South Texas, including three weak tornadoes in Illinois and Texas, and hail in Illinois up to 3.00 in (7.6 cm) wide. Federal disaster assistance was requested in Oklahoma following the tornado outbreak. Overall, a total of 32 tornadoes were confirmed. One direct tornado-related fatality occurred, along with an indirect fatality and 188 injuries. The tornado outbreak resulted in $1.9 billion in damage. Two tornadoes caused damage in Turkey on April 20. The first tornado struck the outskirts of Pazarcık, Kahramanmaraş, where roofing was torn from buildings, cars and storage containers were flipped, and trees were downed. The tornado struck a camp where people affected by the 2023 Turkey–Syria earthquake were housed, where tents were torn apart and struck by flying debris. Three people were killed
330-43	at the camp and 150 others were injured. The tornado was rated F1 on the Fujita scale by the European Severe Storms Laboratory. A second F1 tornado struck the village of Tatlıçayır, Diyarbakır Province, where homes sustained roof damage, a frail masonry outbuilding was destroyed, trees were downed, and farm animals were injured. At around 6:10 p.m. on April 21, a strong tornado struck Central Myanmar in Leiway Township near the capital city of Naypyitaw, causing major damage and multiple fatalities in the villages of Tada Oo and Aung Myin Kone. A total of 232 homes were destroyed, and many trees and power lines were downed. A small clinic and two Buddhist monasteries were also destroyed. Eight people were killed and another 128 were hospitalized as a result
330-44	of the tornado. Several tornadoes touched down in the Eastern United States on April 22. An EF0 tornado in Mooresville, North Carolina, caused minor tree, fence, and house damage. Another EF0 tornado touched down in Poolesville, Maryland, where minor tree and structure damage occurred. The town of Womelsdorf, Pennsylvania, was struck by an EF1 tornado, which snapped trees and power poles, damaged a few structures and vehicles, and flipped a set of metal bleachers. The most significant tornado of the event was an EF2 tornado that produced its most intense damage in rural forested areas north of Jeffersonville, New York, where a metal truss transmission tower was collapsed, garages and barns were heavily damaged or destroyed, and many large hardwood trees were snapped or uprooted. The tornado unroofed
330-45	a couple of buildings in Roscoe and Rockland shortly before it dissipated. Two children were killed in Pennsylvania as a result of trees that were blown over by straight-line winds. The next day, a daily record of 3.13 in (80 mm) of rain fell in Hartford, Connecticut. The rainfall total in Central Park was 2.14 in (54 mm). A total of eight tornadoes were confirmed. On April 22, a tornado was caught on video by local residents as it struck Jalan Bani Bu Ali in Ash Sharqiyah South Governorate in eastern Oman. The tornado damaged many homes, killed farm animals, and injured a woman. The storm system that spawned the tornado also resulted in torrential rainfall and flash flooding. On the following day, Jalan Bani Bu Ali was
330-46	hit by another tornado. In late April, a slow-moving weather system produced scattered tornadoes in the Southern and Eastern United States throughout a four-day period. On April 27, the Storm Prediction Center issued a slight risk of severe weather for the Gulf Coast region, including a 5% risk of tornadoes. A strong EF2 tornado struck the small town of Hosford, Florida, downing many trees and inflicting major damage to a few homes. A high-end EF1 tornado caused damage in Lynn Haven, while a few other weak tornadoes touched down in other parts of Florida and Georgia. On April 28, an EF0 tornado caused minor damage in Boynton Beach, a brief EF0 tornado also caused minor damage near Elkin, North Carolina, and an EF1 tornado downed many trees and
330-47	injured two people at Fort Hood (now Fort Cavazos) in Texas. On April 29, the Storm Prediction Center issued a slight risk of severe weather for most of Florida and southeast Georgia, including a 5% risk area for tornadoes. A MCS off the coast of Florida produced damaging straight-line winds and heavy rain throughout the day. In Palm Beach Gardens, Florida, a high-end EF2 tornado a partially unroofed an apartment building, largely destroyed a manufactured home, heavily damaged a dry-cleaning business, and downed many trees and large metal light poles. Along US 1, the tornado was caught on video as it flipped and tossed cars. During the early morning hours of April 30, a high-end EF1 tornado destroyed a metal storage building in rural Charlotte County, Florida. Later
330-48	"in the afternoon, clusters of severe storms affected South Carolina, eastern North Carolina and the Hampton Roads area in Virginia. One embedded supercell made its way into the northern sections of Virginia Beach, Virginia, and produced an intense EF3 tornado that touched down in residential areas of the city, snapping or uprooting trees, overturning vehicles, and causing significant structural damage. Multiple large and well-built homes had their roofs torn off and suffered collapse of their top floor exterior walls. The tornado then struck Fort Story, where buildings sustained less intense damage before the tornado moved out into the Atlantic Ocean. Numerous videos and photographs taken by Virginia Beach residents showed a ""stovepipe"" tornado with an audible roar. In addition to tornadoes, flash flooding affected the entire East Coast"
330-49	on April 30. A total of 12 tornadoes were confirmed. An F2 rated tornado struck Sultan Alaaddin, Akarca and Ören districts of the city of Anamur. Around 100 greenhouses were damaged along with windows and roofs of some houses and workplaces. Thirteen people were slightly injured. Early on May 6, a line of severe storms pushed through southern Louisiana, producing damaging winds. One low-end EF1 tornado near Morse damaged several homes, destroyed outbuildings, and injured one person. Later that day, a severe weather outbreak impacted the Central United States. Multiple brief landspouts touched down in Nebraska and South Dakota but no damage occurred. Tornadoes also touched down in Minnesota, including some that caused some damage. In Missouri, a lone supercell thunderstorm produced multiple tornadoes, including one high-end EF0
330-50	tornado that damaged the roofs of several homes and a church in Trenton, as well as a high-end EF2 tornado north of Linneus that damaged or destroyed several homes and outbuildings. The next morning, an EF1 tornado struck the Indiana University Southeast campus near New Albany, Indiana, injuring two people. An Eras Tour concert in Nashville was delayed multiple hours due to severe storms in the area. Damage from the tornado outbreak totaled $1.1 billion. A grain bin that was destroyed northwest of Oakland, Nebraska by an EF2 tornado. Between May 10 and May 13, a tornado outbreak affected the Great Plains. Over two dozen tornado reports from the Great Plains and Gulf Coast came into the Storm Prediction Center on May 11, although all the tornadoes that
330-51	touched down were either weak or not ratable. The storm system also resulted in Denver recording their 8th wettest day on record, with hail forcing a ground stop at Denver International Airport. Amtrak's northbound Heartland Flyer was delayed for almost three hours that day due severe warnings north of its station stop in Purcell, Oklahoma, including one warning for an EF1 tornado that struck Noble just southeast of Norman. A large tornado outbreak affected Nebraska the next day. Numerous tornadoes touched down, including a multi-vortex EF1 tornado near Spalding that was captured on video by multiple storm chasers. A large rain wrapped EF2 tornado was also spotted near Uehling with two injuries and widespread damage being reported from the storm. Other tornado touchdowns were also reported near Oakland
330-52	and Lyons and other tornadoes were reported in Kansas and Oklahoma as well. Early the next morning on May 13, a high-end EF1 tornado struck Laguna Heights, Texas, where emergency management confirmed one fatality and multiple injuries as well as extensive property damage. More tornadoes touched down later that afternoon across Iowa and Illinois. Damage occurred near Harvey, Pomeroy, and Knoxville, Iowa. Flooding also inundated basements and roads in Laurens and Knoxville as rainfall totaled near 7 in (180 mm) in some areas in Iowa. The threat of tornadoes across Iowa prompted Donald Trump to cancel outdoor rallies in the state. In all, 94 tornadoes were confirmed. Damage from the tornado outbreak totaled $2.4 billion. Multiple rounds of severe and tornadic thunderstorms impacted a large portion of the
330-53	South, Midwest, and Great Plains in the middle of June. On June 14, multiple severe thunderstorm watches and tornado watches were issued from the Ark-La-Tex region to northern Florida. A large EF2 tornado moved between Blakely and Arlington, Georgia, knocking down power lines and trees and severely damaging a home, injuring the residents inside. More tornadoes were reported later that afternoon and evening across Alabama and Georgia while an EF2 tornado caused major damage in Cass County, Texas. There were also over 300 reports of large hail and damaging winds, including wind gusts reaching as high as 82 mph (132 km/h) and hail up to 5 inches (13 cm) in diameter in Mississippi. On June 15, the Storm Prediction Center issued a moderate risk for severe weather across
330-54	much of Oklahoma, along with a small part of Texas and Kansas. The risk was driven by 45% hatched areas for both large hail and damaging winds. A small 10% area for tornadoes covering the eastern part of the Texas and Oklahoma Panhandles as well as all of Southwestern Oklahoma was also present. That afternoon, multiple rounds of intense supercells formed across this region and pushed eastward. One of the cells produced a destructive and deadly low-end EF3 tornado that tracked through Perryton, Texas, causing significant damage to a mobile home park and destroying multiple downtown and industrial buildings, killing at least three people, and injuring about 100 others. Other tornadoes were confirmed in Oklahoma and Texas along with swath of wind and hail damage. Supercell thunderstorms also
330-55	developed along the western part of Lake Erie and moved southeastward, spawning several tornadoes, including three that were rated EF2. One of these tornadoes caused considerable damage in the Point Place neighborhood in Toledo, Ohio. Severe weather also continued to impact the Gulf Coast and Southeastern United States into the early morning hours of June 16, where many instances of damaging winds and large hail were reported along with isolated tornadoes. Flash flooding in Pensacola, Florida, resulted from 9.23 in (234 mm) of rain in five hours, and strong winds blew a tree into a house, killing one person. The flooding triggered a flash flood emergency. A couple of weak tornadoes touched down in the Delaware Valley while more weak tornadoes touched down in Texas, Florida, Mississippi, Alabama,
330-56	and Virginia. By June 16, the storms had left 664,000 customers without power along the Gulf Coast. More rounds of severe storms occurred on June 17, including a powerful MCS that pushed through Northern and Central Oklahoma. Both the Oklahoma City and Tulsa metropolitan areas had widespread wind damage with the latter metropolitan area seeing wind gusts of up to 100 miles per hour (160 km/h) and multiple weak tornadoes. On June 18, more tornadoes were confirmed in Florida and Mississippi, including an EF3 tornado which caused significant damage in Louin, Mississippi, where at least one fatality and 20 injuries occurred. Scattered tornadoes occurred across the Southeast on June 19 as well, including an EF2 tornado that injured six people in Moss Point, Mississippi. Overall, 87 tornadoes were
